metric,target,fit_scales,n_fit_budgets,include_750M,fit_bounds,ranking,fdr,n_seeds_min,n_pairs,projection_mis_selection,single_scale_mis_selection,projection_worse,projection_flips,single_scale_flips,excess_projection_flips,n_inherited,n_fit_error,n_repaired,n_fit_error_significant,n_inherited_significant,fit_error_share_of_flips,excess_is_all_fit_error,fit_error_exceeds_inherited
sn_c4_bits_per_byte,1B,60M-300M,4,False,unconstrained,seed_mean,BH@0.05,1,300,0.07666666666666666,0.013333333333333334,True,23,4,19,4,19,0,0,0,0.8260869565217391,True,True
sn_c4_bits_per_byte,1B,60M-300M,4,True,bounded,seed_mean,BH@0.05,1,300,0.06666666666666667,0.013333333333333334,True,20,4,16,4,16,0,0,0,0.8,True,True
sn_c4_bits_per_byte,1B,60M-300M,4,True,unconstrained,seed_mean,BH@0.05,1,300,0.07666666666666666,0.013333333333333334,True,23,4,19,4,19,0,0,0,0.8260869565217391,True,True
sn_c4_bits_per_byte,1B,4M-530M,7,False,bounded,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,1,9,3,0,0,0.9,True,True
sn_c4_bits_per_byte,1B,4M-530M,7,False,unconstrained,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,1,9,3,0,0,0.9,True,True
sn_c4_bits_per_byte,1B,4M-530M,7,True,bounded,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,1,9,3,0,0,0.9,True,True
sn_c4_bits_per_byte,1B,4M-530M,7,True,unconstrained,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,1,9,3,0,0,0.9,True,True
sn_c4_bits_per_byte,1B,14M-530M,6,False,bounded,seed_mean,BH@0.05,1,300,0.023333333333333334,0.013333333333333334,True,7,4,3,1,6,3,0,0,0.8571428571428571,True,True
sn_c4_bits_per_byte,1B,14M-530M,6,False,unconstrained,seed_mean,BH@0.05,1,300,0.023333333333333334,0.013333333333333334,True,7,4,3,1,6,3,0,0,0.8571428571428571,True,True
sn_c4_bits_per_byte,1B,14M-530M,6,True,bounded,seed_mean,BH@0.05,1,300,0.023333333333333334,0.013333333333333334,True,7,4,3,1,6,3,0,0,0.8571428571428571,True,True
sn_c4_bits_per_byte,1B,14M-530M,6,True,unconstrained,seed_mean,BH@0.05,1,300,0.023333333333333334,0.013333333333333334,True,7,4,3,1,6,3,0,0,0.8571428571428571,True,True
sn_c4_bits_per_byte,1B,60M-530M,5,False,bounded,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,3,7,1,0,0,0.7,True,True
sn_c4_bits_per_byte,1B,60M-530M,5,False,unconstrained,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,3,7,1,0,0,0.7,True,True
sn_c4_bits_per_byte,1B,60M-530M,5,True,bounded,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,3,7,1,0,0,0.7,True,True
sn_c4_bits_per_byte,1B,60M-530M,5,True,unconstrained,seed_mean,BH@0.05,1,300,0.03333333333333333,0.013333333333333334,True,10,4,6,3,7,1,0,0,0.7,True,True
sn_c4_bits_per_byte,530M,4M-150M,5,False,bounded,seed_mean,BH@0.05,1,300,0.12,0.013333333333333334,True,36,4,32,2,34,2,0,0,0.9444444444444444,True,True
sn_c4_bits_per_byte,530M,4M-150M,5,False,unconstrained,seed_mean,BH@0.05,1,300,0.12,0.013333333333333334,True,36,4,32,2,34,2,0,0,0.9444444444444444,True,True
sn_c4_bits_per_byte,530M,4M-150M,5,True,bounded,seed_mean,BH@0.05,1,300,0.12,0.013333333333333334,True,36,4,32,2,34,2,0,0,0.9444444444444444,True,True
sn_c4_bits_per_byte,530M,4M-150M,5,True,unconstrained,seed_mean,BH@0.05,1,300,0.12,0.013333333333333334,True,36,4,32,2,34,2,0,0,0.9444444444444444,True,True
sn_c4_bits_per_byte,530M,14M-150M,4,False,bounded,seed_mean,BH@0.05,1,300,0.12333333333333334,0.013333333333333334,True,37,4,33,3,34,1,0,0,0.918918918918919,True,True
sn_c4_bits_per_byte,530M,14M-150M,4,False,unconstrained,seed_mean,BH@0.05,1,300,0.12666666666666668,0.013333333333333334,True,38,4,34,3,35,1,0,0,0.9210526315789473,True,True
sn_c4_bits_per_byte,530M,14M-150M,4,True,bounded,seed_mean,BH@0.05,1,300,0.12333333333333334,0.013333333333333334,True,37,4,33,3,34,1,0,0,0.918918918918919,True,True
sn_c4_bits_per_byte,530M,14M-150M,4,True,unconstrained,seed_mean,BH@0.05,1,300,0.12666666666666668,0.013333333333333334,True,38,4,34,3,35,1,0,0,0.9210526315789473,True,True
sn_c4_bits_per_byte,530M,60M-150M,3,False,bounded,seed_mean,BH@0.05,1,300,0.07666666666666666,0.013333333333333334,True,23,4,19,2,21,2,0,0,0.9130434782608695,True,True
sn_c4_bits_per_byte,530M,60M-150M,3,False,unconstrained,seed_mean,BH@0.05,1,300,0.11,0.013333333333333334,True,33,4,29,2,31,2,0,0,0.9393939393939394,True,True
sn_c4_bits_per_byte,530M,60M-150M,3,True,bounded,seed_mean,BH@0.05,1,300,0.07666666666666666,0.013333333333333334,True,23,4,19,2,21,2,0,0,0.9130434782608695,True,True
sn_c4_bits_per_byte,530M,60M-150M,3,True,unconstrained,seed_mean,BH@0.05,1,300,0.11,0.013333333333333334,True,33,4,29,2,31,2,0,0,0.9393939393939394,True,True
sn_c4_bits_per_byte,530M,4M-300M,6,False,bounded,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,4M-300M,6,False,unconstrained,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,4M-300M,6,True,bounded,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,4M-300M,6,True,unconstrained,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,14M-300M,5,False,bounded,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,14M-300M,5,False,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,14M-300M,5,True,bounded,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,14M-300M,5,True,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,60M-300M,4,False,bounded,seed_mean,BH@0.05,1,300,0.02666666666666667,0.013333333333333334,True,8,4,4,3,5,1,0,0,0.625,True,True
sn_c4_bits_per_byte,530M,60M-300M,4,False,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,60M-300M,4,True,bounded,seed_mean,BH@0.05,1,300,0.02666666666666667,0.013333333333333334,True,8,4,4,3,5,1,0,0,0.625,True,True
sn_c4_bits_per_byte,530M,60M-300M,4,True,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,4M-530M,6,False,bounded,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,4M-530M,6,False,unconstrained,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,4M-530M,6,True,bounded,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,4M-530M,6,True,unconstrained,seed_mean,BH@0.05,1,300,0.056666666666666664,0.013333333333333334,True,17,4,13,4,13,0,0,0,0.7647058823529411,True,True
sn_c4_bits_per_byte,530M,14M-530M,5,False,bounded,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,14M-530M,5,False,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,14M-530M,5,True,bounded,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,14M-530M,5,True,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,60M-530M,4,False,bounded,seed_mean,BH@0.05,1,300,0.02666666666666667,0.013333333333333334,True,8,4,4,3,5,1,0,0,0.625,True,True
sn_c4_bits_per_byte,530M,60M-530M,4,False,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
sn_c4_bits_per_byte,530M,60M-530M,4,True,bounded,seed_mean,BH@0.05,1,300,0.02666666666666667,0.013333333333333334,True,8,4,4,3,5,1,0,0,0.625,True,True
sn_c4_bits_per_byte,530M,60M-530M,4,True,unconstrained,seed_mean,BH@0.05,1,300,0.03,0.013333333333333334,True,9,4,5,3,6,1,0,0,0.6666666666666666,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,seed_mean,BH@0.01,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,7,0,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.01,3,300,0.05333333333333334,0.006666666666666667,True,16,2,14,1,15,1,7,0,0.9375,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.05,3,300,0.05333333333333334,0.006666666666666667,True,16,2,14,1,15,1,10,1,0.9375,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,seed_mean,BH@0.1,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,12,1,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.1,3,300,0.05333333333333334,0.006666666666666667,True,16,2,14,1,15,1,12,1,0.9375,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,seed_mean,BY@0.05,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,9,0,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,per_seed_majority,BY@0.05,3,300,0.05333333333333334,0.006666666666666667,True,16,2,14,1,15,1,9,0,0.9375,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,seed_mean,BY@0.1,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,10,0,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,per_seed_majority,BY@0.1,3,300,0.05333333333333334,0.006666666666666667,True,16,2,14,1,15,1,10,0,0.9375,True,True
olmes_macro_error,1B,4M-300M,11,False,bounded,seed_mean,BH@0.01,3,300,0.17,0.14,True,51,42,9,37,14,5,2,9,0.27450980392156865,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.01,3,300,0.17,0.15,True,51,45,6,39,12,6,0,11,0.23529411764705882,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.05,3,300,0.17,0.15,True,51,45,6,39,12,6,4,19,0.23529411764705882,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,seed_mean,BH@0.1,3,300,0.17,0.14,True,51,42,9,37,14,5,10,17,0.27450980392156865,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.1,3,300,0.17,0.15,True,51,45,6,39,12,6,7,20,0.23529411764705882,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,seed_mean,BY@0.05,3,300,0.17,0.14,True,51,42,9,37,14,5,2,9,0.27450980392156865,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,per_seed_majority,BY@0.05,3,300,0.17,0.15,True,51,45,6,39,12,6,0,11,0.23529411764705882,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,seed_mean,BY@0.1,3,300,0.17,0.14,True,51,42,9,37,14,5,5,12,0.27450980392156865,True,False
olmes_macro_error,1B,4M-300M,11,False,bounded,per_seed_majority,BY@0.1,3,300,0.17,0.15,True,51,45,6,39,12,6,2,15,0.23529411764705882,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,seed_mean,BH@0.01,3,300,0.19333333333333333,0.14666666666666667,True,58,44,14,33,25,11,10,8,0.43103448275862066,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.01,3,300,0.19333333333333333,0.15666666666666668,True,58,47,11,35,23,12,10,8,0.39655172413793105,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.05,3,300,0.19333333333333333,0.15666666666666668,True,58,47,11,35,23,12,18,18,0.39655172413793105,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,seed_mean,BH@0.1,3,300,0.19333333333333333,0.14666666666666667,True,58,44,14,33,25,11,21,20,0.43103448275862066,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,per_seed_majority,BH@0.1,3,300,0.19333333333333333,0.15666666666666668,True,58,47,11,35,23,12,20,21,0.39655172413793105,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,seed_mean,BY@0.05,3,300,0.19333333333333333,0.14666666666666667,True,58,44,14,33,25,11,13,8,0.43103448275862066,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,per_seed_majority,BY@0.05,3,300,0.19333333333333333,0.15666666666666668,True,58,47,11,35,23,12,13,8,0.39655172413793105,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,seed_mean,BY@0.1,3,300,0.19333333333333333,0.14666666666666667,True,58,44,14,33,25,11,16,13,0.43103448275862066,True,False
olmes_macro_correct_prob_per_char_deficit,1B,4M-300M,11,False,bounded,per_seed_majority,BY@0.1,3,300,0.19333333333333333,0.15666666666666668,True,58,47,11,35,23,12,17,12,0.39655172413793105,True,False
sn_c4_bits_per_byte,1B,4M-300M,6,False,bounded,seed_mean,BH@0.01,1,300,0.09,0.013333333333333334,True,27,4,23,3,24,1,0,0,0.8888888888888888,True,True
sn_c4_bits_per_byte,1B,4M-300M,6,False,bounded,seed_mean,BH@0.1,1,300,0.09,0.013333333333333334,True,27,4,23,3,24,1,0,0,0.8888888888888888,True,True
sn_c4_bits_per_byte,1B,4M-300M,6,False,bounded,seed_mean,BY@0.05,1,300,0.09,0.013333333333333334,True,27,4,23,3,24,1,0,0,0.8888888888888888,True,True
sn_c4_bits_per_byte,1B,4M-300M,6,False,bounded,seed_mean,BY@0.1,1,300,0.09,0.013333333333333334,True,27,4,23,3,24,1,0,0,0.8888888888888888,True,True
